,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,-0.004351615905761719,0.00232793390750885,0.015169873833656311,-0.004226252436637878,0.002940341830253601,-0.0027390122413635254,0.00010751187801361084,-0.0030167996883392334,-0.00027520954608917236,-0.0010565221309661865,-0.006184279918670654,-0.0032896697521209717,0.0045765116810798645,0.0011919885873794556,-0.0014076828956604004,0.0012668222188949585,-0.0008434206247329712,0.0014237463474273682,0.004923820495605469,0.0040502846240997314,-0.008061021566390991
2,-0.0040310099720954895,0.0010274946689605713,-0.006999850273132324,0.0020188838243484497,0.0033699944615364075,-0.004676192998886108,-0.0006543546915054321,-0.0028924494981765747,-0.0037738531827926636,-0.0020550787448883057,0.0011590421199798584,-0.0011140257120132446,-0.0032869577407836914,0.0001544952392578125,0.0007835552096366882,0.000509411096572876,-8.048117160797119e-05,0.0009284839034080505,0.0029583722352981567,-0.00524400919675827,-0.006917290389537811
3,-0.0029633119702339172,-0.001335829496383667,0.008265897631645203,0.0005439519882202148,-0.0012492388486862183,-0.0025297775864601135,0.0011951476335525513,-0.002881839871406555,-0.0033506453037261963,0.0005624592304229736,-0.0008568763732910156,0.0006514638662338257,-0.0051353201270103455,0.0011616796255111694,0.0011951923370361328,0.0011563003063201904,0.0027130097150802612,0.0023160576820373535,-0.0017065554857254028,0.000283561646938324,-0.009684354066848755
4,-0.0011111646890640259,-0.001868218183517456,0.0010908842086791992,-0.0002769380807876587,0.004932217299938202,-0.0041143447160720825,-0.00042279064655303955,-0.00033143162727355957,-0.0034665241837501526,-0.00386849045753479,0.003152713179588318,-0.0028539150953292847,-0.0013003870844841003,-0.0012842416763305664,-0.0029959604144096375,0.004425838589668274,-0.0031529515981674194,0.0008127167820930481,-0.0020309388637542725,0.0013578608632087708,-0.0077890753746032715
5,-0.001344539225101471,-0.001783132553100586,-0.008618205785751343,0.0016800612211227417,0.006309583783149719,-0.002890869975090027,-0.0006034821271896362,-0.0037528127431869507,-0.0074925497174263,-0.0038851797580718994,-0.0021985769271850586,-0.0029454827308654785,0.0005506947636604309,-0.0017929524183273315,0.006839364767074585,0.007802486419677734,-0.004183083772659302,5.435943603515625e-05,-0.0032182633876800537,-0.007668055593967438,-0.008292406797409058
6,-0.001917518675327301,0.006816089153289795,-0.006719619035720825,-0.009641095995903015,0.0020979568362236023,-0.003430679440498352,-0.0018104761838912964,-0.005740940570831299,-0.004181094467639923,0.0013347268104553223,0.0003449171781539917,0.0010856091976165771,-0.007616005837917328,-0.0030965059995651245,-0.0027553290128707886,0.0031491369009017944,-0.002835690975189209,0.0014677643775939941,-0.0007684379816055298,-0.0010771378874778748,-0.008357219398021698
7,-0.00363197922706604,0.003187328577041626,4.0218234062194824e-05,0.01160256564617157,0.004363857209682465,-0.005633458495140076,-0.0007803887128829956,-0.0009275078773498535,-0.0017345026135444641,0.0021057426929473877,-0.002352774143218994,0.0007884353399276733,-0.00011187046766281128,-0.0028647780418395996,-0.00012452900409698486,0.0009119510650634766,-0.002815932035446167,0.0008111298084259033,-0.004790186882019043,-0.0014344379305839539,-0.009087450802326202
8,0.00034815818071365356,0.0021455734968185425,-0.006533697247505188,-0.005329146981239319,-0.0005472004413604736,-0.0049026235938072205,-0.0017737150192260742,-0.002413839101791382,-0.0041943565011024475,-0.00023783743381500244,-0.002151966094970703,1.3634562492370605e-05,-0.0023518577218055725,0.0015792250633239746,0.0024375542998313904,-0.001410946249961853,0.0013753622770309448,0.001171693205833435,-0.004607826471328735,-0.0015279054641723633,-0.0063017308712005615
9,-0.0043305158615112305,0.0038399696350097656,-0.009667709469795227,0.006556287407875061,-0.0005365088582038879,-0.002553515136241913,-0.002552121877670288,-0.0007924884557723999,-0.005365215241909027,0.0013457834720611572,-0.0017352402210235596,0.00154915452003479,0.004951886832714081,-7.459521293640137e-05,0.003788672387599945,0.005031198263168335,0.0005706697702407837,0.002351313829421997,-0.004701092839241028,0.00010439753532409668,-0.00602605938911438
10,-0.0009067729115486145,0.001096189022064209,-0.003638431429862976,0.0023589730262756348,0.0009659081697463989,-0.003823883831501007,-0.0001758188009262085,-0.002289488911628723,-0.005973838269710541,-0.0035182833671569824,-0.005614340305328369,-0.00028555095195770264,-0.00976281613111496,-0.0014371424913406372,0.002551466226577759,-0.004394084215164185,-0.001466020941734314,0.0014768391847610474,0.0024263858795166016,0.00439886748790741,-0.00603397935628891
