,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1,-0.0020405948162078857,-0.0018201321363449097,-0.0007781535387039185,0.004713982343673706,-0.0043238624930381775,-0.00016224384307861328,0.0024769380688667297,0.0005073472857475281,0.0031972602009773254,0.006073884665966034,0.0005469769239425659,0.0049453675746917725,0.0036159753799438477,-0.0005583837628364563,0.0001911073923110962,0.0017235353589057922,0.0008520632982254028,-0.0018129795789718628,-0.005055956542491913,0.0009766444563865662,0.0007619857788085938
2,-0.0007765442132949829,0.0018777623772621155,-0.0004497319459915161,0.008008867502212524,-0.006061278283596039,0.001538798213005066,-0.003611162304878235,0.0036347806453704834,0.004050828516483307,-0.003120832145214081,0.000954262912273407,-0.007241442799568176,-0.004412196576595306,-0.0012844353914260864,-0.0005276128649711609,-0.0023847222328186035,0.0013220533728599548,-0.007204785943031311,0.00241687148809433,-0.004834726452827454,0.0006246715784072876
3,-0.002289906144142151,0.00026929378509521484,-0.00026009976863861084,-0.0008238106966018677,0.0030802637338638306,-0.002637431025505066,-0.004611596465110779,-0.00630488246679306,0.003472648561000824,-0.0019435063004493713,-0.0003310069441795349,0.003497980535030365,0.0022284388542175293,-0.005680181086063385,0.00037766993045806885,-0.0075191110372543335,-0.0001355186104774475,0.0009138435125350952,-0.005067378282546997,0.00045011192560195923,-0.00020198523998260498
4,0.0025562793016433716,-0.00041500478982925415,-0.00047722458839416504,0.006428062915802002,-0.007202915847301483,-0.0020101889967918396,-0.0005559027194976807,0.0031826570630073547,0.00013822317123413086,-4.6022236347198486e-05,-0.00024025142192840576,0.00045396387577056885,-0.0018933862447738647,-0.009077027440071106,-0.0020397156476974487,-0.001240566372871399,-0.00267183780670166,-0.000192984938621521,-0.0019285231828689575,-0.0030866116285324097,0.002947874367237091
5,-0.0017929673194885254,-0.0005999654531478882,0.0007291585206985474,-0.0025551915168762207,0.007062941789627075,0.00034783780574798584,-0.00016602873802185059,2.4780631065368652e-05,0.0020341426134109497,0.0038118064403533936,-0.002664409577846527,0.0016369521617889404,-0.0006380230188369751,-0.007292397320270538,0.0002499520778656006,-0.004770413041114807,-0.000868678092956543,0.0012573599815368652,0.0003724619746208191,-0.004508480429649353,0.00138777494430542
6,-0.0010292977094650269,0.0029643848538398743,-0.0008929967880249023,-0.004325687885284424,0.004675291478633881,-0.0013414472341537476,0.0013827905058860779,0.0022678449749946594,0.004690289497375488,0.0032913312315940857,-0.0012504756450653076,-0.005564309656620026,0.0015363022685050964,-0.0023499056696891785,-0.00024303793907165527,-0.007364138960838318,0.00010140985250473022,0.0017328262329101562,-0.00384705513715744,-0.004232756793498993,0.0016414374113082886
7,-0.001306198537349701,-0.0004700794816017151,-0.0006035715341567993,0.0062713176012039185,-0.0014222562313079834,-0.0022024884819984436,0.002496063709259033,0.0006340146064758301,-0.0037817880511283875,0.007591046392917633,0.0017941296100616455,-0.001527145504951477,-0.0025496333837509155,-0.0009665116667747498,-5.266070365905762e-05,0.0036118999123573303,-0.000490829348564148,-0.0008246898651123047,0.0008359700441360474,-0.00538991391658783,0.0021042004227638245
8,-0.004681594669818878,0.00039649009704589844,-0.00036572664976119995,-0.000272214412689209,0.008880086243152618,-0.002192266285419464,0.003827005624771118,-0.002169296145439148,0.00028102099895477295,-0.0005524083971977234,-0.0021727457642555237,-0.0014152303338050842,0.0004049539566040039,0.0032381564378738403,0.0011863857507705688,0.0027248039841651917,-0.0016131997108459473,-0.0038284659385681152,0.001913405954837799,0.006430670619010925,0.00198189914226532
9,0.002230405807495117,0.001240856945514679,-0.0004077404737472534,-0.0015499740839004517,0.01053597778081894,-0.001876138150691986,-0.0038858652114868164,-0.0034413039684295654,-0.0024515241384506226,-0.0018342584371566772,-0.008014917373657227,0.004487089812755585,0.006394326686859131,-0.008140414953231812,-0.0015375986695289612,0.0002964213490486145,0.001334257423877716,0.002938389778137207,0.0016314461827278137,0.0010536164045333862,0.00033880770206451416
10,-0.0022491514682769775,-6.003677845001221e-05,-0.0003496706485748291,0.0025262534618377686,0.005055822432041168,0.0008388757705688477,0.0001578405499458313,0.0001379847526550293,0.001217082142829895,0.004134371876716614,0.0013998299837112427,0.0006404221057891846,0.0063885897397994995,-0.0008740872144699097,-0.002260960638523102,0.0011025071144104004,-0.0005510002374649048,9.609758853912354e-05,2.3424625396728516e-05,0.0025276541709899902,-0.0009357333183288574
